Donor,Replicate,Condition,Group,Tissue,Layer,Target cell,Cells,Area mm^2,Total cells
1938,1,Circumcised,4h,Shaft,Epithelium,CD4+,0,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CCR10+,1,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,1,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,2,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,4,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CD3+,0,88.1,894
1938,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,88.1,894
1938,2,Circumcised,4h,Shaft,All tissue,CD4+,2,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,4,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,7,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,20,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CD3+,0,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CCR10+,0,327.7,1309
1938,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,327.7,1309
1938,2,Circumcised,4h,Shaft,Connective,CD3+,0,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CCR10+,0,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CD4+,2,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CD4+CCR10+,3,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CD3+CCR10+,6,262.8,635
1938,2,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,6,262.8,635
1938,2,Circumcised,4h,Shaft,Epithelium,CD4+,0,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,1,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,1,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,14,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CD3+,0,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CCR10+,0,64.9,674
1938,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,64.9,674
1938,3,Circumcised,4h,Shaft,All tissue,CD4+,4,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,8,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,15,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,18,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CD3+,0,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CCR10+,0,380.8,1402
1938,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,380.8,1402
1938,3,Circumcised,4h,Shaft,Connective,CD3+,0,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CCR10+,0,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CD4+,3,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,5,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CD3+CCR10+,6,298.9,551
1938,3,Circumcised,4h,Shaft,Connective,CD4+CCR10+,16,298.9,551
1938,3,Circumcised,4h,Shaft,Epithelium,CD4+,1,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,2,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,3,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,9,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CD3+,0,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CCR10+,0,81.9,851
1938,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,81.9,851
1938,1,Circumcised,Non infected,Shaft,All tissue,CCR10+,4,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,11,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,16,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD4+,19,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,29,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD3+,0,510.6,3952
1938,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,510.6,3952
1938,1,Circumcised,Non infected,Shaft,Connective,CD3+,0,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CCR10+,4,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,11,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,12,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,16,282,1765
1938,1,Circumcised,Non infected,Shaft,Connective,CD4+,17,282,1765
1938,1,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,0,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD4+,2,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,17,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,228.6,2187
1938,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,228.6,2187
1938,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,2,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CCR10+,4,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,10,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,14,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CD4+,24,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,36,550.3,3800
1938,2,Circumcised,Non infected,Shaft,All tissue,CD3+,0,550.3,3800
1938,2,Circumcised,Non infected,Shaft,Connective,CD3+,0,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CCR10+,1,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,2,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,10,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,13,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,14,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Connective,CD4+,18,291.7,1635
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,0,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CCR10+,3,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD4+,6,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,23,258.6,2165
1938,2,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,258.6,2165
1956,1,Circumcised,Non infected,Shaft,All tissue,CCR10+,2,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,7,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD4+,10,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,19,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,23,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD3+,0,467.9,2755
1956,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,467.9,2755
1956,1,Circumcised,Non infected,Shaft,Connective,CD3+,0,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CCR10+,1,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,6,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CD4+,10,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,14,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,19,339.7,1677
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD4+,0,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CCR10+,1,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,1,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,9,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,128.3,1078
1956,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,128.3,1078
1956,2,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,3,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,3,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CD4+,15,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,16,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CD3+,0,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,535.1,3077
1956,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,535.1,3077
1956,2,Circumcised,Non infected,Shaft,Connective,CD3+,0,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CCR10+,0,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,3,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,3,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CD4+,11,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,14,386.1,1907
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,0,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,2,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD4+,4,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,149,1170
1956,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,149,1170
1957,1,Circumcised,4h,Glans,All tissue,CD3+,2,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CD4+CD3+,4,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,18,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CD3+CCR10+,55,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CD4+,0,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CCR10+,0,767.6,3553
1957,1,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,767.6,3553
1957,1,Circumcised,4h,Glans,Connective,CD4+,0,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CCR10+,0,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CD3+,2,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CD4+CD3+,3,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,14,382.9,589
1957,1,Circumcised,4h,Glans,Connective,CD3+CCR10+,20,382.9,589
1957,1,Circumcised,4h,Glans,Epithelium,CD3+,0,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+,1,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,4,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,35,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CD4+,0,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CCR10+,0,384.7,2964
1957,1,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,384.7,2964
1957,2,Circumcised,4h,Glans,All tissue,CD3+,1,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CCR10+,1,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,14,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CD3+CCR10+,26,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CD4+,0,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,503.8,2577
1957,2,Circumcised,4h,Glans,All tissue,CD4+CD3+,0,503.8,2577
1957,2,Circumcised,4h,Glans,Connective,CD3+,0,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CD4+,0,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CCR10+,0,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CD4+CD3+,0,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CD3+CCR10+,13,267.5,602
1957,2,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,13,267.5,602
1957,2,Circumcised,4h,Glans,Epithelium,CD3+,1,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CCR10+,1,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,1,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,13,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CD4+,0,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,236.2,1975
1957,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,236.2,1975
1957,1,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,2,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,7,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CD4+,9,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CD3+CCR10+,18,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CD3+,0,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CCR10+,0,332.1,2710
1957,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+,0,332.1,2710
1957,1,Circumcised,Non infected,Glans,Connective,CD3+,0,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CCR10+,0,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+,0,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,2,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,7,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,7,169,1519
1957,1,Circumcised,Non infected,Glans,Connective,CD4+,9,169,1519
1957,1,Circumcised,Non infected,Glans,Epithelium,CD4+,0,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,0,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,11,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CD3+,0,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CCR10+,0,163,1191
1957,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,163,1191
1957,2,Circumcised,Non infected,Glans,All tissue,CD3+CCR10+,8,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,8,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CD4+,16,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CD3+,0,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CCR10+,0,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,0,364.8,2310
1957,2,Circumcised,Non infected,Glans,All tissue,CD4+CD3+,0,364.8,2310
1957,2,Circumcised,Non infected,Glans,Connective,CD3+,0,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CCR10+,0,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,0,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+,0,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,1,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,8,170.7,947
1957,2,Circumcised,Non infected,Glans,Connective,CD4+,13,170.7,947
1957,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,0,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CD4+,3,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,7,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CD3+,0,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CCR10+,0,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,194.1,1363
1957,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,194.1,1363
1957,1,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,1,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CCR10+,2,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CD4+,13,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,16,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,17,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CD3+,0,333.5,1467
1957,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,333.5,1467
1957,1,Circumcised,4h,Shaft,Connective,CD3+,0,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CCR10+,0,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CD3+CCR10+,5,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CD4+,13,230.1,627
1957,1,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,16,230.1,627
1957,1,Circumcised,4h,Shaft,Epithelium,CD4+,0,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,1,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,1,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CCR10+,2,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,11,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CD3+,0,103.5,840
1957,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,103.5,840
1957,2,Circumcised,4h,Shaft,All tissue,CCR10+,2,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,11,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,16,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD4+,22,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD3+,0,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,0,288.5,1535
1957,2,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,288.5,1535
1957,2,Circumcised,4h,Shaft,Connective,CD3+,0,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CCR10+,0,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CD3+CCR10+,3,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,8,186.7,632
1957,2,Circumcised,4h,Shaft,Connective,CD4+,19,186.7,632
1957,2,Circumcised,4h,Shaft,Epithelium,CCR10+,2,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD4+,3,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,3,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,13,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD3+,0,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,0,101.8,903
1957,2,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,101.8,903
1957,3,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,1,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,11,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CD4+,12,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,27,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CD3+,0,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CCR10+,0,381.4,1499
1957,3,Circumcised,4h,Shaft,All tissue,CD4+CD3+,0,381.4,1499
1957,3,Circumcised,4h,Shaft,Connective,CD3+,0,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CCR10+,0,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CD4+CD3+,0,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CD3+CCR10+,4,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CD4+,11,277.2,629
1957,3,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,24,277.2,629
1957,3,Circumcised,4h,Shaft,Epithelium,CD4+,1,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,1,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,3,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,7,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CD3+,0,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CCR10+,0,104.2,870
1957,3,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,0,104.2,870
1957,1,Circumcised,Non infected,Shaft,All tissue,CD4+,7,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,10,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,23,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,26,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CD3+,0,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,436.5,2837
1957,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,436.5,2837
1957,1,Circumcised,Non infected,Shaft,Connective,CD3+,0,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CCR10+,0,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CD4+,5,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,8,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,10,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,19,256.9,1491
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD4+,2,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,4,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,18,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,179.7,1346
1957,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,179.7,1346
1957,2,Circumcised,Non infected,Shaft,All tissue,CD4+,2,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,4,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,20,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,33,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CD3+,0,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,477.5,2692
1957,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,477.5,2692
1957,2,Circumcised,Non infected,Shaft,Connective,CD3+,0,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CCR10+,0,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CD4+,1,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,4,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,10,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,32,321.1,1549
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD4+,1,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,1,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,10,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,156.4,1143
1957,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,156.4,1143
1963,1,Circumcised,4h,Glans,All tissue,CCR10+,2,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,34,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD3+CCR10+,62,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD3+,0,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD4+,0,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,625.4,2987
1963,1,Circumcised,4h,Glans,All tissue,CD4+CD3+,0,625.4,2987
1963,1,Circumcised,4h,Glans,Connective,CD3+,0,341.3,1017
1963,1,Circumcised,4h,Glans,Connective,CD4+,0,341.3,1017
1963,1,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,341.3,1017
1963,1,Circumcised,4h,Glans,Connective,CD4+CD3+,0,341.3,1017
1963,1,Circumcised,4h,Glans,Connective,CCR10+,1,341.3,1017
